id,COVID_dice,COVID_haus95
volume-covid19-A-0573,0.6659032699241576,27.38882827758789
volume-covid19-A-0372,0.7559509078743549,15.968062496185302
volume-covid19-A-0670,0.3113972156512972,118.0343795776367
volume-covid19-A-0178,0.7539689171122994,11.798668670654298
volume-covid19-A-0151,0.7749221006664089,9.667091369628906
volume-covid19-A-0581,0.7473593964334705,143.6231689453125
volume-covid19-A-0652,0.15279319274879766,128.37539901733396
volume-covid19-A-0522,0.48376444689047876,81.14560508728026
volume-covid19-A-0338,0.42316064431867656,48.10668182373047
volume-covid19-A-0473,0.34673866704561607,198.2388198852539
volume-covid19-A-0643,0.6235639297294445,136.14955139160156
volume-covid19-A-0314,0.5436548390279193,24.1886043548584
volume-covid19-A-0179,0.7857576780290246,17.1820068359375
volume-covid19-A-0347,0.8004729941223524,123.42443008422852
volume-covid19-A-0559,0.5040523010133964,93.12881622314451
volume-covid19-A-0494,0.661315797956355,37.5208469390867
volume-covid19-A-0133,0.8828510582464498,3.0499930381774902
volume-covid19-A-0657,0.4758743246723115,72.88569641113281
volume-covid19-A-0046,0.4322734587425781,41.643040084838866
volume-covid19-A-0623,0.5603227178409868,27.05274200439453
volume-covid19-A-0173,0.7626242544731611,263.64137573242186
volume-covid19-A-0423,0.42641018835500893,36.19676208496094
volume-covid19-A-0038,0.8002134614101795,169.87661895751953
volume-covid19-A-0414,0.07803740911361493,233.93421096801757
volume-covid19-A-0074,0.18894658343920898,104.40396881103516
volume-covid19-A-0053,0.3866731035848683,91.2355010986324
volume-covid19-A-0296,0.7567607837294197,9.297229576110754
volume-covid19-A-0576,0.28414492447449036,34.99147033691406
volume-covid19-A-0495,0.6999515109675617,94.78340377807616
volume-covid19-A-0233,0.5013943161898413,25.726198196411133
volume-covid19-A-0498,0.6742792716021868,10.690000534057617
volume-covid19-A-0270,0.8943519231908967,3.122410535812378
volume-covid19-A-0686,0.26386894661271376,140.57889556884766
volume-covid19-A-0239,0.4229598421937024,35.0
volume-covid19-A-0658,0.639949993054591,75.10163307189937
volume-covid19-A-0656,0.7674306361774567,7.787395000457764
volume-covid19-A-0377,0.8015387305472985,63.6057172775268
volume-covid19-A-0526,0.6041124632815779,113.33764305114747
volume-covid19-A-0263,0.8983531333709713,2.2230072021484375
volume-covid19-A-0569,0.02246241169011533,201.8350875854492
volume-covid19-A-0586,0.2140698411368172,160.06821670532224
volume-covid19-A-0502,0.2874065328610783,201.42171173095696
volume-covid19-A-0147,0.0,133.85119018554684
volume-covid19-A-0678,0.308020696698499,70.25517539978026
volume-covid19-A-0402,0.6590608257169871,106.48832778930665
volume-covid19-A-0475,0.6307404698041128,46.20136680603027
volume-covid19-A-0167,0.24023382609184415,129.8686424255371
volume-covid19-A-0387,0.8286129666107876,5.0
volume-covid19-A-0397,0.21586254193620136,64.01549530029295
volume-covid19-A-0114,0.8053953403878468,5.054611682891846
volume-covid19-A-0694,0.2575674064408724,196.45379791259765
volume-covid19-A-0380,0.6377614557653697,91.80575561523438
volume-covid19-A-0110,0.7740129621273061,30.927780723571622
volume-covid19-A-0267,0.23485187505593844,141.5605499267578
volume-covid19-A-0531,0.24316526995466411,194.65047225952148
volume-covid19-A-0301,0.8119710203805268,34.625648498535156
volume-covid19-A-0665,0.11168045830681095,126.3237937927246
volume-covid19-A-0299,0.6732272768436622,26.904172897338867
volume-covid19-A-0614,0.5052893784299225,94.1976909637451
volume-covid19-A-0547,0.6793646215336439,49.78506355285644
volume-covid19-A-0355,0.8015723915823375,110.89512062072752
volume-covid19-A-0003,0.5655557178493589,102.25746154785156
volume-covid19-A-0246,0.42535940587313487,160.08415832519532
volume-covid19-A-0351,0.4438531966507551,44.37663650512695
volume-covid19-A-0698,0.525157841050984,96.9347328186035
volume-covid19-A-0154,0.11747509572456746,95.44730834960937
volume-covid19-A-0196,0.38940206028813623,51.770753860473604
volume-covid19-A-0161,0.7276002685838752,80.25196075439453
volume-covid19-A-0435,0.5998812704066488,139.34271316528321
volume-covid19-A-0181,0.6228297744961085,176.11966857910156
volume-covid19-A-0500,0.3838745800671892,297.82485046386716
volume-covid19-A-0590,0.32407407407407407,255.73974685668944
volume-covid19-A-0251,0.8277579710389807,5.0
volume-covid19-A-0316,0.04959330332464661,137.7375701904297
volume-covid19-A-0534,0.016117216117216115,210.75390014648434
volume-covid19-A-0039,0.2948090658568135,75.58624267578125
volume-covid19-A-0524,0.5008672726011241,88.93246154785147
volume-covid19-A-0570,0.5216879449548582,61.667354583740234
volume-covid19-A-0201,0.8406592553086829,5.0
volume-covid19-A-0394,0.34301642390621156,135.47840881347656
volume-covid19-A-0443,0.6166920028908217,12.029111862182617
volume-covid19-A-0072,0.028303495311167944,240.0055389404297
volume-covid19-A-0537,0.7306889026212248,32.1141637802124
volume-covid19-A-0575,0.7905753561146657,20.446786880493164
volume-covid19-A-0483,0.7847405539576848,154.84935607910154
volume-covid19-A-0077,0.615924092409241,167.1869689941406
volume-covid19-A-0635,0.5830122029543995,82.68615913391113
volume-covid19-A-0600,0.6691647150663543,14.003798484802246
volume-covid19-A-0247,0.7733421524280958,5.054609298706055
