id,WT_dice,WT_haus95
BraTS20_Training_313,0.9529935196827546,1.0
BraTS20_Training_056,0.8841322184273546,3.0
BraTS20_Training_187,0.9431186516352272,1.0
BraTS20_Training_178,0.9665566591734027,0.0
BraTS20_Training_221,0.9608504229304219,0.0
BraTS20_Training_346,0.9558984660336012,1.0
BraTS20_Training_245,0.8774691715295415,3.605551242828369
BraTS20_Training_134,0.816608897623727,4.690415859222412
BraTS20_Training_320,0.8637516124727547,10.24695110321045
BraTS20_Training_182,0.9391814418307123,1.0
BraTS20_Training_353,0.9419900529717017,1.0
BraTS20_Training_096,0.9599348706081005,0.0
BraTS20_Training_128,0.90531325266243,1.0
BraTS20_Training_159,0.8857631299906948,6.324555397033691
BraTS20_Training_290,0.9005447123890723,3.1622776985168457
BraTS20_Training_293,0.8477108390121179,8.0
BraTS20_Training_183,0.9623759987277702,1.0
BraTS20_Training_119,0.8187021167065378,4.123105525970459
BraTS20_Training_026,0.9336465663493879,1.0
BraTS20_Training_266,0.9443883480348264,1.0
BraTS20_Training_019,0.8952888846938896,2.2360680103302
BraTS20_Training_227,0.6754800829205924,17.83255386352539
BraTS20_Training_302,0.8623757657936496,3.0
BraTS20_Training_277,0.7572231216074659,11.045360565185547
BraTS20_Training_219,0.8592085816778957,8.306623458862305
BraTS20_Training_048,0.7359657076910395,9.69536018371582
BraTS20_Training_249,0.9014985014985015,3.0
BraTS20_Training_365,0.9539250046114521,1.0
BraTS20_Training_223,0.9693707666694363,0.0
BraTS20_Training_027,0.7100793599863098,10.099504470825195
BraTS20_Training_368,0.9481921305560699,1.0
BraTS20_Training_171,0.8560072897884798,7.348469257354736
BraTS20_Training_028,0.860513177754557,1.7320507764816284
BraTS20_Training_241,0.9602424690315315,0.0
BraTS20_Training_260,0.7688268879863442,4.0
BraTS20_Training_045,0.9480397271062834,1.0
BraTS20_Training_337,0.9702670788499556,0.0
BraTS20_Training_165,0.9530909801753948,1.0
BraTS20_Training_332,0.9376244802040018,1.0
BraTS20_Training_336,0.976052409010836,0.0
BraTS20_Training_199,0.929369592510325,1.0
BraTS20_Training_067,0.9558558977699203,1.0
BraTS20_Training_155,0.9625976774473627,1.0
BraTS20_Training_356,0.8870947769880384,3.0
BraTS20_Training_038,0.9114478970655546,1.0
BraTS20_Training_299,0.9612832394918894,1.0
BraTS20_Training_072,0.7670316215100303,5.656854152679443
BraTS20_Training_097,0.9559098668917685,0.0
BraTS20_Training_317,0.9548812474432706,0.0
BraTS20_Training_043,0.7990700408861335,6.0
BraTS20_Training_138,0.9375181187632521,1.0
BraTS20_Training_354,0.9387538171892875,1.0
BraTS20_Training_011,0.8976112095889256,1.7320507764816284
BraTS20_Training_193,0.7687614762172602,43.874820709228516
BraTS20_Training_005,0.6886312792353061,10.677078247070312
BraTS20_Training_279,0.7318187245324377,65.7038803100586
BraTS20_Training_281,0.9135827352092594,1.4142135381698608
BraTS20_Training_003,0.7697451653714079,3.0
BraTS20_Training_006,0.9420469656560855,1.0
BraTS20_Training_162,0.9319929620623529,1.0
BraTS20_Training_366,0.9366472333026492,1.0
BraTS20_Training_065,0.7531022812735022,7.681145668029785
BraTS20_Training_144,0.9355085406169379,1.0
BraTS20_Training_331,0.8557210491757957,2.2360680103302
BraTS20_Training_002,0.889134372598529,1.4142135381698608
BraTS20_Training_357,0.9052280366036163,1.4142135381698608
BraTS20_Training_161,0.9566620518451329,1.0
BraTS20_Training_158,0.8102912908472572,9.0
BraTS20_Training_289,0.9483495841357743,1.0
BraTS20_Training_041,0.9483481048099017,1.0
BraTS20_Training_301,0.8919915510125704,1.7320507764816284
BraTS20_Training_181,0.9382817394309908,1.0
BraTS20_Training_315,0.9620054725800934,1.0
BraTS20_Training_040,0.9397452606635072,1.0
BraTS20_Training_082,0.806087383406971,4.582575798034668
BraTS20_Training_312,0.920020261940508,1.4142135381698608
BraTS20_Training_054,0.8974255017230894,1.4142135381698608
BraTS20_Training_154,0.8375900077421202,5.0
BraTS20_Training_236,0.9136377828917697,1.0
BraTS20_Training_185,0.9356956624792605,1.4142135381698608
BraTS20_Training_341,0.8844562990451892,2.2360680103302
BraTS20_Training_340,0.9669962909124095,0.0
BraTS20_Training_125,0.9719749028981177,0.0
BraTS20_Training_282,0.9650656788354071,1.0
BraTS20_Training_314,0.7191067792344477,16.61324691772461
BraTS20_Training_131,0.916157086560674,1.0
BraTS20_Training_108,0.9054439800183505,1.4142135381698608
BraTS20_Training_135,0.9384604368724607,1.0
BraTS20_Training_202,0.9485078692805082,1.0
BraTS20_Training_270,0.9551663870246084,1.0
BraTS20_Training_070,0.9082078506793346,1.0
BraTS20_Training_308,0.888486836727465,2.2360680103302
BraTS20_Training_035,0.8623973727422004,2.2360680103302
BraTS20_Training_304,0.867830256693996,3.0
BraTS20_Training_004,0.954052022981261,0.0
BraTS20_Training_129,0.9164446981227803,1.0
BraTS20_Training_369,0.9387970600155543,1.0
BraTS20_Training_231,0.9780780169129684,0.0
BraTS20_Training_046,0.6041273243845591,65.01384277343752
BraTS20_Training_060,0.931832991994042,1.0
BraTS20_Training_324,0.926559117463895,1.0
BraTS20_Training_163,0.9593617418683459,1.0
BraTS20_Training_235,0.948092301137397,1.0
BraTS20_Training_189,0.9477725430974892,1.0
BraTS20_Training_059,0.7827116414544771,7.549834251403809
BraTS20_Training_173,0.865765852960608,3.0
BraTS20_Training_348,0.9725441985715958,0.0
BraTS20_Training_321,0.9376654827252179,1.0
BraTS20_Training_049,0.9153664011808481,1.0
BraTS20_Training_017,0.9245025892613792,1.0
