id,COVID_dice,COVID_haus95
volume-covid19-A-0154,0.2928295877321838,106.82793731689428
volume-covid19-A-0196,0.21820440932840574,64.5164886474609
volume-covid19-A-0161,0.5905180864621116,84.08762817382808
volume-covid19-A-0435,0.2573529411764706,188.7483673095703
volume-covid19-A-0181,0.2806653704903867,180.99747695922852
volume-covid19-A-0500,0.2778186094370131,247.56734085083008
volume-covid19-A-0590,0.28104151576379094,254.71015777587888
volume-covid19-A-0251,0.7593238594590997,10.039349555969238
volume-covid19-A-0316,0.15689155544671646,124.31539154052734
volume-covid19-A-0534,0.029030195916218554,232.3338508605957
volume-covid19-A-0039,0.3894665766374072,85.08538436889648
volume-covid19-A-0524,0.39454194746743504,88.0010757446289
volume-covid19-A-0570,0.4404500150134152,67.94239807128906
volume-covid19-A-0201,0.7203655928578703,23.828262329101562
volume-covid19-A-0394,0.527536231884058,123.96450653076165
volume-covid19-A-0443,0.7036150234741785,7.8954095363616945
volume-covid19-A-0072,0.080117066032559,242.06067962646486
volume-covid19-A-0537,0.6752009632069124,16.318838119506836
volume-covid19-A-0575,0.8218820686413382,13.400316715240479
volume-covid19-A-0483,0.8724075313007742,3.6231887340545654
volume-covid19-A-0077,0.6154140371007841,169.51369781494142
volume-covid19-A-0635,0.6548334374849781,86.75669860839844
volume-covid19-A-0600,0.7430987735835803,9.28126449584952
volume-covid19-A-0247,0.8009779951100245,5.054609298706055
volume-covid19-A-0666,0.7039963004354696,9.720748901367188
volume-covid19-A-0422,0.6609050086055904,28.236128425598146
volume-covid19-A-0660,0.10515695713585656,25.09667968749998
volume-covid19-A-0562,0.6807225850224748,9.551312446594238
volume-covid19-A-0585,0.038115977340561616,53.017720031738286
volume-covid19-A-0011,0.630330438292746,15.136012649536132
volume-covid19-A-0112,0.005074331020812686,105.22518157958984
volume-covid19-A-0400,0.5542508219821511,20.975097751617433
volume-covid19-A-0464,0.5642183817753339,17.789356231689453
volume-covid19-A-0332,0.7141086040168609,140.06519470214843
volume-covid19-A-0096,0.8020463734631571,5.0122490882873425
volume-covid19-A-0307,0.6429571828731493,40.40591812133789
volume-covid19-A-0320,0.2334618673948597,39.800353050231834
volume-covid19-A-0455,0.2523376457025746,89.08902053833003
volume-covid19-A-0342,0.5105456019183032,38.30720329284668
volume-covid19-A-0553,0.30597515944947973,78.6726623535156
volume-covid19-A-0629,0.6107873020203239,54.77477531433105
volume-covid19-A-0476,0.4764044728035683,21.797094345092773
volume-covid19-A-0557,0.7198122621399167,16.67242317199707
volume-covid19-A-0329,0.3661605477992448,67.57128028869629
volume-covid19-A-0638,0.6883116883116883,35.343777847289886
volume-covid19-A-0604,0.46562849958797303,178.0727882385254
volume-covid19-A-0437,0.8319099615689624,8.939136505126953
volume-covid19-A-0504,0.6039225881932371,18.242982864379883
volume-covid19-A-0066,0.45925368328927146,21.659711837768555
volume-covid19-A-0106,0.7342397695590704,14.722602844238281
volume-covid19-A-0685,0.25399490331284663,247.8869400024414
volume-covid19-A-0636,0.49812720722006204,32.35974884033203
volume-covid19-A-0386,0.6373855301419209,24.041004180908203
volume-covid19-A-0530,0.4608835019533206,71.44622421264648
volume-covid19-A-0418,0.46249871394766623,22.08443832397461
volume-covid19-A-0560,0.8073662725484068,9.241491317749023
volume-covid19-A-0285,0.18036583636621448,107.38664627075194
volume-covid19-A-0479,0.6020736459240321,10.023297309875488
volume-covid19-A-0215,0.650665703088084,81.36933517456055
volume-covid19-A-0165,0.3878169745102239,92.26187286376947
volume-covid19-A-0295,0.51682081831008,32.534765625
volume-covid19-A-0034,0.6587836118415472,12.430747985839844
volume-covid19-A-0120,0.697491509265328,170.63058471679688
volume-covid19-A-0331,0.20363369040117624,26.32105779647827
volume-covid19-A-0073,0.5448725927769973,69.75357055664062
volume-covid19-A-0567,0.16490306258970053,118.29231719970682
volume-covid19-A-0407,0.7615377491070601,10.0
volume-covid19-A-0511,0.6847013432663329,64.52751350402832
volume-covid19-A-0339,0.42728528030930685,100.70886840820305
volume-covid19-A-0070,0.14708785784797632,131.24444427490235
volume-covid19-A-0041,0.274900039082464,78.80736083984374
volume-covid19-A-0589,0.7758165718641882,7.4100189208984375
volume-covid19-A-0383,0.6536314860826041,19.83041543960571
volume-covid19-A-0252,0.7929165351015681,63.07504081726074
volume-covid19-A-0092,0.4827456065060842,30.0
volume-covid19-A-0240,0.2724105898745936,183.2599349975586
volume-covid19-A-0421,0.6121208890784073,100.2215347290039
volume-covid19-A-0264,0.22930067942855667,124.74176254272462
volume-covid19-A-0256,0.5731504497576853,120.50830459594725
volume-covid19-A-0627,0.5392358057265708,35.97974319458005
volume-covid19-A-0525,0.7556108576432095,16.54498291015625
volume-covid19-A-0047,0.6984428228461896,65.35654144287109
volume-covid19-A-0462,0.591309052595609,15.393718719482422
volume-covid19-A-0129,0.44510052017432866,109.1142578125
volume-covid19-A-0579,0.6033307194407157,144.77202606201166
volume-covid19-A-0696,0.570579594017094,249.55216217041016
volume-covid19-A-0282,0.7782565173869522,5.0
volume-covid19-A-0391,0.8648516664631913,2.687940835952759
volume-covid19-A-0228,0.5976261328283512,78.13592071533215
volume-covid19-A-0323,0.008083435542421573,76.55672073364258
volume-covid19-A-0382,0.8288176178893979,7.029726028442383
volume-covid19-A-0014,0.6348658917183048,21.692627906799327
volume-covid19-A-0016,0.2749339721940604,117.57561950683592
volume-covid19-A-0388,0.7412546978895634,162.6204071044922
volume-covid19-A-0237,0.2987143431096826,162.9828338623047
volume-covid19-A-0025,0.7549201303910716,8.457045555114746
volume-covid19-A-0392,0.6833223031105229,23.686243057250977
volume-covid19-A-0199,0.5988270869605058,108.80389404296875
volume-covid19-A-0659,0.34125807790359874,256.0419921875
volume-covid19-A-0566,0.719495730861855,113.9988845825195
volume-covid19-A-0054,0.6413521094053317,15.068645763397218
volume-covid19-A-0083,0.3135406098943725,231.0805023193359
volume-covid19-A-0648,0.403369209171736,210.95009765625
volume-covid19-A-0548,0.6645274395016122,70.9998550415039
volume-covid19-A-0044,0.0,136.40935516357422
volume-covid19-A-0255,0.5432856552915118,119.91966133117677
volume-covid19-A-0313,0.6357650776929155,99.50428199768066
volume-covid19-A-0669,0.19903658196034626,98.35082969665527
volume-covid19-A-0130,0.6388992448347914,48.10588684082031
volume-covid19-A-0626,0.32912233877628977,60.24845886230469
volume-covid19-A-0416,0.43354778303459324,101.08316040039062
volume-covid19-A-0319,0.7879059594744829,5.713415622711182
volume-covid19-A-0187,0.21186060356276046,86.1159961700439
volume-covid19-A-0236,0.46526804311498654,95.9061103820801
volume-covid19-A-0366,0.348159509202454,68.40232772827149
volume-covid19-A-0417,0.025450338786977358,196.80448913574207
volume-covid19-A-0599,0.3336453002962564,78.6563491821289
volume-covid19-A-0202,0.24764766347750453,75.6348876953125
volume-covid19-A-0354,0.2635431918008785,96.72820739746093
volume-covid19-A-0521,0.44594453165881737,29.21318817138672
volume-covid19-A-0288,0.4794547905536971,79.32586669921875
volume-covid19-A-0612,0.4455454628865033,72.92293548583984
volume-covid19-A-0013,0.20241097744201922,69.85493469238281
volume-covid19-A-0214,0.7723719975401947,10.943800926208496
volume-covid19-A-0031,0.426919143601755,149.04761505126953
volume-covid19-A-0090,0.121883215167689,244.33120269775387
volume-covid19-A-0445,0.47211672996202275,45.744009017944336
volume-covid19-A-0472,0.3679329409666488,150.35499267578126
volume-covid19-A-0360,0.759759718668327,6.66900634765625
volume-covid19-A-0361,0.0630855948337004,160.83107299804686
volume-covid19-A-0164,0.7628267374804305,20.440347290038908
volume-covid19-A-0315,0.8046266983247593,5.6639323234558105
volume-covid19-A-0413,0.0,164.487882232666
volume-covid19-A-0463,0.3565712947421835,202.86027679443356
