id,WT_dice,WT_haus95
BraTS20_Training_313,0.9558596141524881,1.0
BraTS20_Training_056,0.8825685754013399,3.0
BraTS20_Training_187,0.9454630751788576,1.0
BraTS20_Training_178,0.9677219648613453,0.0
BraTS20_Training_221,0.9580453659401028,1.0
BraTS20_Training_346,0.9562279557111666,1.0
BraTS20_Training_245,0.8710373131203148,4.358899116516113
BraTS20_Training_134,0.884983019739971,3.0
BraTS20_Training_320,0.8375453483367151,10.816654205322266
BraTS20_Training_182,0.9221087237290125,1.0
BraTS20_Training_353,0.9365127516196832,1.0
BraTS20_Training_096,0.9636626683098969,0.0
BraTS20_Training_128,0.9225188409659605,1.0
BraTS20_Training_159,0.8735824334703837,8.774964332580566
BraTS20_Training_290,0.8888358050169185,4.242640495300293
BraTS20_Training_293,0.873855696100279,2.0
BraTS20_Training_183,0.9565900695875933,1.0
BraTS20_Training_119,0.8208293256385594,6.324555397033691
BraTS20_Training_026,0.9421993353824323,1.0
BraTS20_Training_266,0.9347523295733202,1.0
BraTS20_Training_019,0.8920929003111896,2.2360680103302
BraTS20_Training_227,0.7076419779236979,13.304134368896484
BraTS20_Training_302,0.7936531088514752,4.242640495300293
BraTS20_Training_277,0.7725529689739319,8.124038696289062
BraTS20_Training_219,0.8757285885601138,8.0
BraTS20_Training_048,0.6749413997097891,13.928388595581055
BraTS20_Training_249,0.8827727195290466,3.7416574954986572
BraTS20_Training_365,0.9544273192327584,1.0
BraTS20_Training_223,0.9739622617986423,0.0
BraTS20_Training_027,0.7679528310066766,5.385164737701416
BraTS20_Training_368,0.9369085173501578,1.0
BraTS20_Training_171,0.8891197014604254,3.316624879837036
BraTS20_Training_028,0.8522565962912056,2.8284270763397217
BraTS20_Training_241,0.9616062828114419,1.0
BraTS20_Training_260,0.7310323987135487,17.57839584350586
BraTS20_Training_045,0.9488300807193216,1.0
BraTS20_Training_337,0.9700335807705903,0.0
BraTS20_Training_165,0.9581226892024447,1.0
BraTS20_Training_332,0.9546987295207603,1.0
BraTS20_Training_336,0.9670729674156678,1.0
BraTS20_Training_199,0.9501161646451883,1.0
BraTS20_Training_067,0.9519634216160681,1.0
BraTS20_Training_155,0.9409865518418705,1.0
BraTS20_Training_356,0.8866926225416792,3.0
BraTS20_Training_038,0.8946540880503144,1.4142135381698608
BraTS20_Training_299,0.9157529440405555,2.0
BraTS20_Training_072,0.7788064024317388,5.385164737701416
BraTS20_Training_097,0.9569591183390226,1.0
BraTS20_Training_317,0.9511547398871342,1.0
BraTS20_Training_043,0.8075736443937281,5.0
BraTS20_Training_138,0.9227512114926929,1.0
BraTS20_Training_354,0.9495272831124941,1.0
BraTS20_Training_011,0.9150567151810224,1.0
BraTS20_Training_193,0.7632803244394972,49.28488540649414
BraTS20_Training_005,0.7273138847231261,10.440306663513184
BraTS20_Training_279,0.6847141736743496,55.84979629516586
BraTS20_Training_281,0.8644605849451839,17.029386520385742
BraTS20_Training_003,0.7897082365836422,2.8284270763397217
BraTS20_Training_006,0.9418263536027809,1.0
BraTS20_Training_162,0.936518260115493,1.0
BraTS20_Training_366,0.9422919833317823,1.0
BraTS20_Training_065,0.8317689018223113,3.1622776985168457
BraTS20_Training_144,0.9443286603936768,1.0
BraTS20_Training_331,0.8763597419035059,2.0
BraTS20_Training_002,0.8928661527680449,1.4142135381698608
BraTS20_Training_357,0.9188555821559834,1.0
BraTS20_Training_161,0.9526150065279164,1.0
BraTS20_Training_158,0.8179425801751438,4.690415859222412
BraTS20_Training_289,0.9514217945752903,1.0
BraTS20_Training_041,0.9503440111015149,1.0
BraTS20_Training_301,0.8969143552010088,1.4142135381698608
BraTS20_Training_181,0.9292657051925337,1.0
BraTS20_Training_315,0.9697152198227652,0.0
BraTS20_Training_040,0.935303291763771,1.0
BraTS20_Training_082,0.6231323372465315,11.357816696166992
BraTS20_Training_312,0.9189604143544211,1.0
BraTS20_Training_054,0.9014816564852003,1.4142135381698608
BraTS20_Training_154,0.9031301515821639,1.7320507764816284
BraTS20_Training_236,0.7145276902195251,12.041594505310059
BraTS20_Training_185,0.9206513248813315,2.4494898319244385
BraTS20_Training_341,0.8668506537574084,2.2360680103302
BraTS20_Training_340,0.9680592244724913,0.0
BraTS20_Training_125,0.9684827462472341,0.0
BraTS20_Training_282,0.9639408271646543,0.0
BraTS20_Training_314,0.63610855908425,7.141428470611572
BraTS20_Training_131,0.9162405191961843,1.0
BraTS20_Training_108,0.9479477818342736,1.0
BraTS20_Training_135,0.9402773349598229,1.0
BraTS20_Training_202,0.9582447513553691,1.0
BraTS20_Training_270,0.9658748448856584,0.0
BraTS20_Training_070,0.8983626429456383,2.4494898319244385
BraTS20_Training_308,0.92279760438881,2.0
BraTS20_Training_035,0.8324394303680415,5.916079998016357
BraTS20_Training_304,0.8595813094342205,3.0
BraTS20_Training_004,0.9535362761006229,1.0
BraTS20_Training_129,0.934492686478258,1.0
BraTS20_Training_369,0.9298070876803247,1.4142135381698608
BraTS20_Training_231,0.9770672613307618,0.0
BraTS20_Training_046,0.4413352070222602,64.96922302246094
BraTS20_Training_060,0.9269903141979683,1.0
BraTS20_Training_324,0.8749757077152297,3.605551242828369
BraTS20_Training_163,0.963391495342941,1.0
BraTS20_Training_235,0.9513870677464971,1.0
BraTS20_Training_189,0.9415074622866483,1.0
BraTS20_Training_059,0.7611231101511878,5.385164737701416
BraTS20_Training_173,0.8376295784381479,3.605551242828369
BraTS20_Training_348,0.9799158344471748,0.0
BraTS20_Training_321,0.934911624827408,1.0
BraTS20_Training_049,0.9103905225406651,1.4142135381698608
