id,WT_dice,WT_haus95
BraTS20_Training_313,0.9388054336849673,1.0
BraTS20_Training_056,0.8648244363114174,3.316624879837036
BraTS20_Training_187,0.9277496182859478,1.4142135381698608
BraTS20_Training_178,0.9607383175084443,1.0
BraTS20_Training_221,0.9582735525746973,1.0
BraTS20_Training_346,0.9453804777725043,1.0
BraTS20_Training_245,0.8607716746032308,4.4721360206604
BraTS20_Training_134,0.7164661519123721,8.246211051940918
BraTS20_Training_320,0.8357536041939712,4.582575798034668
BraTS20_Training_182,0.8167167209508903,47.67599105834961
BraTS20_Training_353,0.9367337367962661,1.0
BraTS20_Training_096,0.9524640805142957,0.0
BraTS20_Training_128,0.9063267259435991,1.4142135381698608
BraTS20_Training_159,0.830955693366974,9.848857879638672
BraTS20_Training_290,0.8745659320741509,5.656854152679443
BraTS20_Training_293,0.7156311089435958,9.797959327697754
BraTS20_Training_183,0.9493655763711579,1.0
BraTS20_Training_119,0.7556213680425071,4.242640495300293
BraTS20_Training_026,0.9376459968817529,1.0
BraTS20_Training_266,0.9172831733039508,1.4142135381698608
BraTS20_Training_019,0.8786193358416489,2.2360680103302
BraTS20_Training_227,0.7602413608936263,13.784049034118652
BraTS20_Training_302,0.8665954862471593,2.8284270763397217
BraTS20_Training_277,0.7409992372234935,9.05538558959961
BraTS20_Training_219,0.8663790318528037,7.280109882354736
BraTS20_Training_048,0.6928514326587284,14.0
BraTS20_Training_249,0.8810538686874002,2.2360680103302
BraTS20_Training_365,0.9511040903438308,1.0
BraTS20_Training_223,0.9676453982543879,0.0
BraTS20_Training_027,0.6958933936291597,9.486832618713379
BraTS20_Training_368,0.9159228260045009,1.4142135381698608
BraTS20_Training_171,0.830954671273484,9.0
BraTS20_Training_028,0.792902075692068,9.05538558959961
BraTS20_Training_241,0.9514268569886214,1.0
BraTS20_Training_260,0.6444105347761768,40.55613479614252
BraTS20_Training_045,0.9440580771107858,1.0
BraTS20_Training_337,0.958209047018666,1.0
BraTS20_Training_165,0.9470295679463392,1.0
BraTS20_Training_332,0.9371645721524051,1.0
BraTS20_Training_336,0.9748891892147319,0.0
BraTS20_Training_199,0.9532580894948025,1.0
BraTS20_Training_067,0.9484215172328349,1.0
BraTS20_Training_155,0.9582315684894648,0.0
BraTS20_Training_356,0.8815568983902909,3.0
BraTS20_Training_038,0.8907892781053361,1.4142135381698608
BraTS20_Training_299,0.9286475171531574,1.4142135381698608
BraTS20_Training_072,0.7578819095121364,6.082762718200684
BraTS20_Training_097,0.9291347663132268,1.0
BraTS20_Training_317,0.9443060953755208,1.0
BraTS20_Training_043,0.7830503425677688,8.0
BraTS20_Training_138,0.9324193987763486,1.0
BraTS20_Training_354,0.8774815049638187,2.4494898319244385
BraTS20_Training_011,0.9020872705892234,1.4142135381698608
BraTS20_Training_193,0.7798951159411134,44.83804073333721
BraTS20_Training_005,0.8168844746471511,3.0
BraTS20_Training_279,0.6821871305155192,64.5445556640625
BraTS20_Training_281,0.7803393544285819,48.51803970336914
BraTS20_Training_003,0.7354260089686099,4.123105525970459
BraTS20_Training_006,0.9384047201498082,1.0
BraTS20_Training_162,0.9440098606312357,1.0
BraTS20_Training_366,0.9365366063914944,1.0
BraTS20_Training_065,0.6680585882090433,9.273618698120117
BraTS20_Training_144,0.9356337190598282,1.0
BraTS20_Training_331,0.7841400634207675,5.830951690673828
BraTS20_Training_002,0.8321162929583582,2.8284270763397217
BraTS20_Training_357,0.7288411287529778,10.29563045501709
BraTS20_Training_161,0.9450163578973626,1.0
BraTS20_Training_158,0.8448425236978901,3.0
BraTS20_Training_289,0.933853377682658,1.4142135381698608
BraTS20_Training_041,0.9369068415133169,1.0
BraTS20_Training_301,0.8761740649952674,4.898979663848877
BraTS20_Training_181,0.9448971984475614,1.0
BraTS20_Training_315,0.9651379276039964,1.0
BraTS20_Training_040,0.9302535670318576,1.0
BraTS20_Training_082,0.17965582484908552,14.21267032623291
BraTS20_Training_312,0.9080171994857378,1.4142135381698608
BraTS20_Training_054,0.8623557294515265,2.2360680103302
BraTS20_Training_154,0.904858240811546,2.2360680103302
BraTS20_Training_236,0.9051533794288272,1.4142135381698608
BraTS20_Training_185,0.9208524400535874,3.0
BraTS20_Training_341,0.8626886572273222,1.4142135381698608
BraTS20_Training_340,0.8978365233169109,24.617067337036133
BraTS20_Training_125,0.9689801338716817,0.0
BraTS20_Training_282,0.9270070730301209,1.4142135381698608
BraTS20_Training_314,0.8584089969078054,3.0
BraTS20_Training_131,0.9181460830988147,1.0
BraTS20_Training_108,0.9261171636343976,1.0
BraTS20_Training_135,0.929538100820633,1.0
BraTS20_Training_202,0.9403070583473933,1.0
BraTS20_Training_270,0.9415236431454945,1.0
BraTS20_Training_070,0.8806611093067734,2.2360680103302
BraTS20_Training_308,0.8476912786677097,3.1622776985168457
BraTS20_Training_035,0.8116726309970616,6.4031243324279785
BraTS20_Training_304,0.8686046112084664,3.0
BraTS20_Training_004,0.9484386063432381,1.0
BraTS20_Training_129,0.8982424613287271,1.4142135381698608
BraTS20_Training_369,0.9263629257349741,1.7320507764816284
BraTS20_Training_231,0.9709109036322953,0.0
BraTS20_Training_046,0.4925717667949097,20.099750518798828
BraTS20_Training_060,0.920943918083917,1.0
BraTS20_Training_324,0.892877492877493,64.8459701538086
BraTS20_Training_163,0.9572466794753989,1.0
BraTS20_Training_235,0.9486915822491369,1.0
BraTS20_Training_189,0.9157513187061004,1.7320507764816284
BraTS20_Training_059,0.6670268146547491,8.366600036621094
BraTS20_Training_173,0.8135104864390029,6.0
